gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Male,Disloyal Customer,34,Business Travel,Business,2139.0,3,3,3,5,5,5,5,0.0,0.0,Dissatisfied
Female,Loyal Customer,50,Business Travel,Business,2139.0,1,4,4,1,1,1,2,2.0,18.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,2139.0,1,1,5,4,3,3,3,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,2139.0,1,1,1,2,3,3,4,0.0,0.0,Satisfied
Female,Loyal Customer,42,Business Travel,Business,2139.0,3,3,2,2,3,3,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,52,Business Travel,Business,2139.0,1,1,2,3,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,50,Personal Travel,Business,2139.0,5,4,5,5,4,4,4,60.0,78.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,2139.0,4,4,4,3,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,2139.0,4,4,4,5,4,4,3,0.0,0.0,Satisfied
Female,Disloyal Customer,44,Business Travel,Business,2139.0,3,3,3,2,2,3,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,40,Business Travel,Business,2139.0,4,1,1,5,4,4,4,0.0,0.0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,Business,2139.0,5,1,5,3,3,3,3,0.0,0.0,Unknown
Female,Loyal Customer,25,Business Travel,Business,2139.0,4,4,4,2,2,5,2,0.0,0.0,Unknown
Female,Disloyal Customer,34,Business Travel,Business,2139.0,3,3,3,3,3,4,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,45,Business Travel,Business,2139.0,3,3,5,5,5,5,5,0.0,0.0,Satisfied
Male,Disloyal Customer,37,Business Travel,Business,2139.0,3,3,3,4,4,4,4,1.0,0.0,Dissatisfied
Female,Disloyal Customer,39,Business Travel,Business,2139.0,1,1,1,3,3,4,3,4.0,0.0,Neutral
Female,Loyal Customer,25,Business Travel,Business,2139.0,3,3,1,4,4,4,4,0.0,0.0,Unknown
Female,Loyal Customer,60,Business Travel,Business,2139.0,2,3,3,1,2,2,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,2139.0,2,1,1,2,2,3,2,0.0,0.0,Unknown
Male,Loyal Customer,26,Business Travel,Business,2139.0,2,2,2,5,5,4,5,1.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,2139.0,3,3,3,4,5,5,3,10.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,2139.0,4,4,4,2,4,4,5,2.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,2139.0,1,1,1,4,2,2,3,19.0,3.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,2139.0,4,4,4,2,4,4,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,2139.0,1,1,1,5,5,4,5,46.0,42.0,Unknown
Female,Loyal Customer,46,Business Travel,Business,2139.0,5,5,5,4,4,4,3,118.0,127.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,2139.0,3,3,3,3,5,5,3,0.0,1.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,2139.0,5,5,5,5,5,5,3,11.0,12.0,Satisfied
Male,Loyal Customer,27,Business Travel,Business,2139.0,2,2,2,3,3,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,2139.0,2,3,3,4,2,2,4,0.0,1.0,Dissatisfied
Female,Loyal Customer,49,Business Travel,Business,2139.0,4,4,4,5,5,5,4,4.0,4.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,2139.0,3,3,1,2,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,2139.0,1,1,1,3,5,5,5,12.0,0.0,Satisfied
Male,Loyal Customer,49,Business Travel,Business,2139.0,5,5,5,4,5,5,3,4.0,25.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,2139.0,3,3,3,4,4,5,4,4.0,27.0,Satisfied
Male,Loyal Customer,11,Personal Travel,Business,2139.0,3,4,3,3,3,4,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,51,Business Travel,Business,2139.0,3,3,3,3,5,5,3,11.0,3.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,2139.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,55,Business Travel,Business,2139.0,2,2,2,5,4,4,5,27.0,12.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,2139.0,4,4,4,4,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,2139.0,1,1,1,2,4,4,3,0.0,6.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,2140.0,1,1,1,5,5,5,5,111.0,106.0,Satisfied
Male,Loyal Customer,33,Business Travel,Business,2140.0,1,1,1,4,4,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,2140.0,5,1,5,4,5,4,3,9.0,3.0,Satisfied
Male,Loyal Customer,57,Business Travel,Business,2140.0,2,1,1,1,2,2,3,1.0,3.0,Dissatisfied
Female,Loyal Customer,33,Business Travel,Business,2140.0,2,3,2,5,3,3,3,0.0,17.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,2140.0,1,1,4,3,4,4,5,6.0,30.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,2140.0,2,5,2,3,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,59,Business Travel,Business,2140.0,5,5,5,3,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,2140.0,1,1,1,4,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,2141.0,1,1,1,3,3,3,3,10.0,3.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,2141.0,2,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,46,Business Travel,Business,2141.0,2,4,4,3,2,2,2,11.0,51.0,Dissatisfied
Male,Loyal Customer,45,Business Travel,Business,2141.0,3,3,3,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,2141.0,4,4,4,2,4,4,5,5.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,2141.0,4,4,4,4,5,5,3,59.0,88.0,Satisfied
Male,Loyal Customer,35,Business Travel,Business,2141.0,3,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,45,Business Travel,Business,2141.0,0,1,1,5,2,5,3,70.0,62.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,2142.0,1,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,38,Business Travel,Business,2142.0,2,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,53,Business Travel,Business,2142.0,2,2,2,4,3,3,5,0.0,0.0,Satisfied
Male,Loyal Customer,32,Business Travel,Business,2142.0,5,5,5,4,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,2142.0,3,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,52,Business Travel,Business,2142.0,0,1,1,5,2,2,3,15.0,8.0,Satisfied
Female,Loyal Customer,75,Business Travel,Business,2142.0,3,3,3,1,3,3,2,11.0,0.0,Dissatisfied
Male,Loyal Customer,60,Business Travel,Business,2142.0,2,2,2,3,3,3,3,2.0,0.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,2142.0,4,4,2,5,4,4,3,0.0,2.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,2142.0,2,2,2,5,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,2142.0,1,1,1,2,5,5,5,1.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,2143.0,3,3,3,5,4,4,3,104.0,109.0,Satisfied
Male,Loyal Customer,35,Business Travel,Business,2143.0,2,2,2,2,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,2143.0,3,2,2,1,3,3,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,33,Business Travel,Business,2143.0,3,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,53,Business Travel,Business,2143.0,1,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,34,Business Travel,Business,2143.0,4,2,2,2,4,4,4,47.0,41.0,Dissatisfied
Male,Loyal Customer,72,Business Travel,Business,2143.0,3,2,2,5,3,3,3,36.0,43.0,Dissatisfied
Female,Loyal Customer,24,Business Travel,Business,2143.0,0,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,20,Business Travel,Business,2143.0,5,5,5,5,5,4,5,6.0,6.0,Satisfied
Male,Loyal Customer,46,Business Travel,Business,2144.0,2,2,1,4,4,4,3,1.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,2144.0,1,1,1,5,3,3,5,28.0,16.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,2144.0,4,4,4,4,4,4,5,0.0,3.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,2144.0,1,1,1,4,4,4,3,0.0,8.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,2144.0,4,4,4,4,5,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,2145.0,4,4,4,5,5,5,5,20.0,16.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,2145.0,3,3,3,4,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,2145.0,4,4,4,4,5,5,4,21.0,10.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,2145.0,4,4,4,3,3,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,2145.0,3,3,3,2,5,5,2,0.0,0.0,Satisfied
Female,Loyal Customer,52,Business Travel,Business,2145.0,0,4,1,2,2,2,5,0.0,0.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,2145.0,3,3,3,4,4,4,3,25.0,0.0,Satisfied
Female,Loyal Customer,70,Business Travel,Business,2146.0,1,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,46,Business Travel,Business,2146.0,5,5,1,4,4,4,4,27.0,10.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,2146.0,5,5,5,5,5,4,5,0.0,15.0,Unknown
Female,Loyal Customer,39,Business Travel,Business,2146.0,3,1,1,3,3,4,3,3.0,0.0,Unknown
Female,Loyal Customer,46,Business Travel,Business,2146.0,4,5,5,3,4,4,2,35.0,28.0,Dissatisfied
Male,Loyal Customer,43,Business Travel,Business,2146.0,0,1,1,1,3,3,3,0.0,0.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,2146.0,2,2,1,4,5,5,4,0.0,19.0,Satisfied
Male,Loyal Customer,68,Business Travel,Business,2146.0,1,4,4,1,1,1,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,49,Business Travel,Business,2146.0,1,1,2,3,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,2146.0,3,2,2,1,3,3,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,42,Business Travel,Business,2147.0,2,2,2,3,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,2147.0,2,2,2,3,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,26,Business Travel,Business,2147.0,5,5,5,3,3,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,19,Business Travel,Business,2147.0,4,4,3,4,4,2,4,54.0,58.0,Satisfied
Female,Loyal Customer,16,Business Travel,Business,2147.0,4,4,4,5,5,4,5,4.0,9.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,2147.0,2,2,2,4,5,5,5,2.0,0.0,Satisfied
Male,Loyal Customer,46,Business Travel,Business,2147.0,0,1,1,2,1,1,5,0.0,1.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,2148.0,4,4,4,3,5,5,4,16.0,5.0,Satisfied
Male,Loyal Customer,59,Business Travel,Business,2148.0,1,1,1,3,4,4,4,3.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,2148.0,3,3,3,2,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,2148.0,1,1,1,5,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,68,Business Travel,Business,2148.0,2,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,60,Business Travel,Business,2148.0,5,5,5,3,5,5,5,28.0,28.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,2148.0,5,5,5,4,4,5,4,0.0,0.0,Unknown
Male,Loyal Customer,35,Business Travel,Business,2148.0,5,5,5,5,5,5,3,16.0,5.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,2149.0,1,1,1,5,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,2149.0,2,5,5,3,2,2,4,5.0,0.0,Dissatisfied
Female,Loyal Customer,59,Business Travel,Business,2149.0,3,3,3,3,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,2149.0,4,3,4,3,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,2149.0,5,5,1,3,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,36,Business Travel,Business,2149.0,3,3,3,4,5,5,3,0.0,2.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,2149.0,4,4,4,1,4,4,2,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,2149.0,1,1,1,5,2,2,4,0.0,0.0,Satisfied
Female,Loyal Customer,35,Business Travel,Business,2149.0,5,5,5,2,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,2149.0,3,3,4,4,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,65,Business Travel,Business,2149.0,4,3,2,2,4,4,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,34,Business Travel,Business,2149.0,3,3,3,5,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,2149.0,5,5,5,3,4,4,4,82.0,57.0,Satisfied
Male,Disloyal Customer,39,Business Travel,Business,2149.0,3,3,3,5,5,5,5,0.0,0.0,Neutral
Female,Loyal Customer,40,Business Travel,Business,2149.0,1,1,1,4,3,3,4,0.0,0.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,2149.0,2,2,2,3,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,2150.0,5,5,5,5,5,5,3,82.0,75.0,Satisfied
Female,Loyal Customer,33,Business Travel,Business,2150.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,16,Business Travel,Business,2150.0,1,1,1,5,5,1,5,0.0,0.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,2150.0,3,5,3,3,5,5,5,25.0,15.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,2150.0,5,5,5,5,5,5,3,46.0,42.0,Satisfied
Male,Loyal Customer,17,Business Travel,Business,2150.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,38,Business Travel,Business,2150.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,33,Business Travel,Business,2151.0,4,4,4,4,4,5,4,0.0,5.0,Satisfied
Male,Disloyal Customer,39,Business Travel,Business,2151.0,1,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,22,Business Travel,Business,2151.0,1,1,1,4,4,5,4,0.0,17.0,Satisfied
Male,Disloyal Customer,39,Business Travel,Business,2151.0,5,5,5,4,4,5,4,11.0,22.0,Neutral
Female,Loyal Customer,53,Business Travel,Business,2151.0,0,1,1,5,2,2,5,22.0,18.0,Satisfied
Female,Loyal Customer,42,Business Travel,Business,2151.0,3,3,3,4,5,5,3,17.0,13.0,Satisfied
Male,Loyal Customer,63,Business Travel,Business,2151.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,15,Business Travel,Business,2152.0,3,4,4,3,3,4,3,12.0,6.0,Dissatisfied
Male,Loyal Customer,55,Business Travel,Business,2152.0,5,5,5,2,4,4,5,19.0,26.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,2152.0,4,1,4,2,3,3,3,8.0,4.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,2152.0,4,4,4,2,4,4,5,10.0,2.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,2152.0,2,3,3,3,2,2,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,47,Business Travel,Business,2152.0,2,1,1,3,2,2,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,44,Business Travel,Business,2152.0,5,5,5,5,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,2153.0,2,1,1,4,2,2,3,44.0,43.0,Dissatisfied
Female,Loyal Customer,41,Business Travel,Business,2153.0,3,3,3,2,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,38,Business Travel,Business,2153.0,2,2,2,4,4,4,4,173.0,173.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,2153.0,3,3,3,2,5,5,3,0.0,11.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,2153.0,2,3,3,1,2,2,2,0.0,0.0,Dissatisfied
Female,Disloyal Customer,39,Business Travel,Business,2153.0,3,3,3,4,4,3,4,14.0,0.0,Neutral
Male,Loyal Customer,36,Business Travel,Business,2153.0,2,2,2,3,5,5,4,0.0,0.0,Satisfied
Female,Disloyal Customer,27,Business Travel,Business,2153.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,7,Personal Travel,Business,337.0,3,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,46,Business Travel,Business,2153.0,4,4,4,5,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,33,Business Travel,Business,2153.0,2,2,5,1,5,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,2153.0,3,2,2,1,3,3,4,0.0,9.0,Dissatisfied
Male,Loyal Customer,33,Business Travel,Business,2153.0,4,2,2,4,4,3,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,50,Business Travel,Business,2153.0,3,3,3,4,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,2153.0,2,2,2,2,5,5,4,21.0,5.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,2153.0,4,4,4,4,4,4,2,7.0,16.0,Dissatisfied
Female,Disloyal Customer,39,Business Travel,Business,2153.0,2,2,2,5,5,4,5,62.0,70.0,Neutral
Female,Loyal Customer,39,Business Travel,Business,2153.0,4,3,4,2,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,24,Business Travel,Business,2153.0,4,4,4,4,4,5,4,28.0,45.0,Satisfied
Male,Loyal Customer,32,Business Travel,Business,2153.0,2,2,2,5,5,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,2153.0,1,1,5,5,5,3,5,22.0,20.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,2153.0,2,5,5,2,2,2,2,0.0,16.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,2153.0,4,4,4,4,4,3,4,4.0,9.0,Unknown
Male,Loyal Customer,60,Business Travel,Business,2153.0,5,2,5,5,4,4,4,14.0,0.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,2153.0,1,1,1,5,3,3,3,5.0,33.0,Satisfied
Male,Loyal Customer,19,Business Travel,Business,2153.0,2,1,1,2,2,4,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,53,Business Travel,Business,2153.0,2,5,3,3,2,2,2,0.0,13.0,Dissatisfied
Female,Disloyal Customer,27,Business Travel,Business,2153.0,3,3,3,4,4,4,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,2153.0,4,4,4,4,5,5,5,0.0,7.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,2153.0,2,1,4,4,2,2,2,2.0,15.0,Dissatisfied
Female,Loyal Customer,45,Business Travel,Business,2153.0,4,4,4,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,2153.0,1,1,1,4,4,4,5,6.0,0.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,2153.0,2,2,4,2,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,64,Business Travel,Business,2153.0,2,5,5,3,2,2,2,0.0,0.0,Dissatisfied
Female,Disloyal Customer,39,Business Travel,Business,2153.0,4,2,5,4,4,1,4,0.0,0.0,Neutral
Male,Loyal Customer,49,Business Travel,Business,2153.0,2,2,4,2,3,3,5,13.0,8.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,2153.0,1,1,1,5,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,34,Business Travel,Business,2153.0,3,3,3,5,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,2153.0,2,2,2,2,4,4,5,0.0,4.0,Satisfied
Female,Disloyal Customer,39,Business Travel,Business,2153.0,4,4,4,4,4,2,4,0.0,0.0,Neutral
Male,Loyal Customer,48,Business Travel,Business,2153.0,2,2,2,3,4,5,3,140.0,177.0,Satisfied
Female,Loyal Customer,38,Business Travel,Business,2153.0,4,4,5,4,5,5,2,2.0,0.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,2153.0,4,4,2,5,5,5,5,5.0,21.0,Satisfied
Female,Disloyal Customer,25,Business Travel,Business,2153.0,2,1,3,3,3,4,3,0.0,0.0,Unknown
Female,Loyal Customer,54,Business Travel,Business,2154.0,4,4,4,4,3,3,4,0.0,0.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,2154.0,4,2,4,5,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,2154.0,4,4,4,2,4,4,3,15.0,15.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,2154.0,5,5,5,4,3,3,4,2.0,0.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,2154.0,0,1,1,2,4,3,5,0.0,0.0,Satisfied
Female,Loyal Customer,42,Business Travel,Business,2154.0,2,2,2,3,2,2,5,0.0,10.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,2154.0,5,3,5,3,5,5,4,88.0,107.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,2154.0,1,3,1,5,5,5,4,2.0,0.0,Satisfied
Female,Loyal Customer,56,Business Travel,Business,2154.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,50,Business Travel,Business,2154.0,4,4,4,5,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,43,Business Travel,Business,2154.0,4,4,1,2,5,5,4,15.0,11.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,2154.0,5,5,3,2,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,46,Business Travel,Business,2155.0,2,2,2,2,4,4,4,15.0,8.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,2155.0,4,5,4,2,5,5,5,37.0,56.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,2155.0,4,5,4,1,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,2155.0,4,4,4,2,5,5,4,0.0,1.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,2156.0,3,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,43,Business Travel,Business,2156.0,5,5,5,2,5,5,3,2.0,0.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,2156.0,4,4,4,5,4,4,4,16.0,20.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,2156.0,5,5,5,3,4,4,3,0.0,3.0,Satisfied
Male,Loyal Customer,33,Business Travel,Business,2156.0,3,3,3,2,2,5,2,0.0,2.0,Satisfied
Male,Loyal Customer,46,Business Travel,Business,2156.0,2,2,4,3,5,5,3,27.0,22.0,Satisfied
Male,Loyal Customer,38,Business Travel,Business,2156.0,4,4,4,1,5,5,5,13.0,18.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,2156.0,4,4,4,3,4,4,5,4.0,5.0,Satisfied
Female,Loyal Customer,37,Business Travel,Business,2157.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,53,Business Travel,Business,2157.0,4,3,3,3,4,4,2,5.0,0.0,Dissatisfied
Male,Loyal Customer,48,Business Travel,Business,2157.0,4,4,4,3,5,4,2,35.0,35.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,2157.0,4,4,4,2,4,4,3,28.0,18.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,2157.0,0,1,1,5,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,45,Business Travel,Business,2157.0,0,1,1,3,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,63,Business Travel,Business,2157.0,4,4,4,3,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,2157.0,1,1,1,3,5,5,3,77.0,77.0,Satisfied
Female,Loyal Customer,19,Business Travel,Business,2158.0,4,1,3,4,4,4,4,35.0,27.0,Dissatisfied
Female,Disloyal Customer,48,Business Travel,Business,2158.0,4,4,4,4,4,4,4,12.0,0.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,2158.0,5,5,5,3,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,2158.0,5,5,5,2,5,5,3,70.0,79.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,2158.0,1,1,1,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,24,Business Travel,Business,2158.0,1,1,1,5,5,5,5,0.0,45.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,2158.0,2,2,2,4,2,2,3,5.0,0.0,Dissatisfied
Female,Loyal Customer,64,Business Travel,Business,2158.0,1,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,34,Business Travel,Business,2158.0,1,1,1,3,4,4,3,50.0,30.0,Satisfied
Male,Loyal Customer,53,Business Travel,Business,2158.0,1,1,1,4,5,5,4,80.0,66.0,Satisfied
Male,Loyal Customer,56,Business Travel,Business,2158.0,3,1,1,1,3,3,2,4.0,0.0,Dissatisfied
Male,Loyal Customer,36,Business Travel,Business,2158.0,1,1,1,2,4,4,3,4.0,0.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,2159.0,4,4,4,4,5,5,5,21.0,7.0,Satisfied
Female,Loyal Customer,36,Business Travel,Business,2159.0,1,1,1,1,5,5,3,0.0,1.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,2159.0,4,4,4,5,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,2159.0,1,1,1,2,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,22,Business Travel,Business,2159.0,3,4,4,3,3,3,3,9.0,10.0,Dissatisfied
Female,Loyal Customer,46,Business Travel,Business,2159.0,5,5,5,5,4,5,5,0.0,14.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,2159.0,4,4,4,2,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,2159.0,2,1,1,5,2,2,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,36,Business Travel,Business,2159.0,4,4,4,2,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,2160.0,5,5,5,5,4,4,5,0.0,0.0,Satisfied
